"No.","Time","Source","Destination","Protocol","Length","Info"
"14018","683.376792","100.86.87.79","192.0.77.40","QUIC","144","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"14019","683.392587","192.0.77.40","100.86.87.79","QUIC","76","Protected Payload (KP0), DCID=8b388c"
"14020","683.392878","100.86.87.79","192.0.77.40","QUIC","86","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"14021","683.392918","192.0.77.40","100.86.87.79","QUIC","76","Protected Payload (KP0), DCID=8b388c"
"14022","683.413310","100.86.87.79","192.0.77.40","QUIC","87","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"14023","683.450664","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14024","683.450664","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14025","683.450664","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14026","683.450664","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14027","683.450664","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14028","683.450664","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14029","683.450976","100.86.87.79","192.0.77.40","QUIC","86","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"14030","683.464523","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14031","683.464523","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
"14032","683.464725","100.86.87.79","192.0.77.40","QUIC","86","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"14033","683.466966","192.0.77.40","100.86.87.79","QUIC","677","Protected Payload (KP0), DCID=8b388c"
"14034","683.479179","100.86.87.79","192.0.77.40","QUIC","257","Protected Payload (KP0), DCID=81c9046747822098797144559dbcd0321deea3a2"
"14035","683.485955","192.0.77.40","100.86.87.79","QUIC","1513","Protected Payload (KP0), DCID=8b388c"
