No.,Time,Source,Destination,Protocol,Length,Info,label
1988,193.124681,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
1989,193.124681,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
1990,193.124681,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
1991,193.124681,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
1992,193.127809,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
1993,193.127809,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
1994,193.135628,34.98.127.226,100.86.186.37,QUIC,222,Protected Payload (KP0),3
1995,193.136105,100.86.186.37,34.98.127.226,QUIC,77,"Protected Payload (KP0), DCID=f552725cc25938f2",3
1996,193.174534,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
1997,195.078703,100.86.186.37,34.98.127.226,QUIC,1288,"Protected Payload (KP0), DCID=f552725cc25938f2",3
1998,195.078833,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
1999,195.078877,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2000,195.078915,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2001,195.07895,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2002,195.078992,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2003,195.079027,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2004,195.079069,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2005,195.079107,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2006,195.079144,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2007,195.079184,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2008,195.079227,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2009,195.079264,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2010,195.079317,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2011,195.079356,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2012,195.07942,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2013,195.079445,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2014,195.079468,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2015,195.083783,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2016,195.083973,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2017,195.084042,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2018,195.084094,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2019,195.08415,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2020,195.084261,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2021,195.084368,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2022,195.084479,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2023,195.084567,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2024,195.084627,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2025,195.084685,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2026,195.084745,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2027,195.084803,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2028,195.084854,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2029,195.084902,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2030,195.084949,100.86.186.37,34.98.127.226,QUIC,1292,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2031,195.084995,100.86.186.37,34.98.127.226,QUIC,216,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2032,195.090834,34.98.127.226,100.86.186.37,QUIC,70,Protected Payload (KP0),3
2033,195.091616,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2034,195.092048,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2035,195.092048,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2036,195.092048,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2037,195.092048,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2038,195.092048,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2039,195.092048,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2040,195.092327,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2041,195.094387,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2042,195.095105,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2043,195.095105,34.98.127.226,100.86.186.37,QUIC,71,Protected Payload (KP0),3
2044,195.095262,100.86.186.37,34.98.127.226,QUIC,73,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2045,195.095406,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2046,195.097036,34.98.127.226,100.86.186.37,QUIC,66,Protected Payload (KP0),3
2047,195.111803,34.98.127.226,100.86.186.37,QUIC,233,Protected Payload (KP0),3
2048,195.112405,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2049,195.126587,34.98.127.226,100.86.186.37,QUIC,67,Protected Payload (KP0),3
2050,196.135267,100.86.186.37,34.98.127.226,QUIC,873,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2051,196.136399,100.86.186.37,34.98.127.226,QUIC,1288,"Protected Payload (KP0), DCID=f552725cc25938f2",3
