"No.","Time","Source","Destination","Protocol","Length","Info"
"6581","13.332107","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6359211 Ack=618572 Win=229248 Len=1448 TSval=436341331 TSecr=2062586537 [TCP segment of a reassembled PDU]"
"6582","13.332111","23.0.229.150","100.86.100.45","TLSv1.3","575","Application Data, Application Data"
"6583","13.332135","100.86.100.45","23.0.229.150","TCP","78","[TCP Dup ACK 6557#7] 60386  >  443 [ACK] Seq=623798 Ack=6334409 Win=1765824 Len=0 TSval=2062586557 TSecr=436341318 SLE=6335857 SRE=6361168"
"6584","13.333576","100.86.100.45","23.0.229.150","TCP","1514","60386  >  443 [ACK] Seq=623798 Ack=6334409 Win=1765824 Len=1436 TSval=2062586559 TSecr=436341318 SLE=6335857 SRE=6361168 [TCP segment of a reassembled PDU]"
"6585","13.333612","100.86.100.45","23.0.229.150","TLSv1.3","914","Application Data"
"6586","13.337430","23.0.229.150","100.86.100.45","TLSv1.3","1514","[TCP Fast Retransmission] , Application Data"
"6587","13.337519","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6361168 Win=1739072 Len=0 TSval=2062586563 TSecr=436341338"
"6588","13.337744","100.86.100.45","23.0.229.150","TCP","66","[TCP Window Update] 60386  >  443 [ACK] Seq=626070 Ack=6361168 Win=1765824 Len=0 TSval=2062586563 TSecr=436341338"
"6589","13.360603","23.0.229.150","100.86.100.45","TLSv1.3","1267","Application Data"
"6590","13.360604","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6362369 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6591","13.360605","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6363817 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6592","13.360656","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6362369 Win=1764608 Len=0 TSval=2062586586 TSecr=436341360"
"6593","13.360696","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6365265 Win=1761728 Len=0 TSval=2062586586 TSecr=436341360"
"6594","13.360759","100.86.100.45","23.0.229.150","TCP","66","[TCP Window Update] 60386  >  443 [ACK] Seq=626070 Ack=6365265 Win=1765824 Len=0 TSval=2062586586 TSecr=436341360"
"6595","13.361654","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6365265 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6596","13.361655","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6366713 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6597","13.361655","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6368161 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6598","13.361656","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6369609 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6599","13.361679","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6371057 Win=1760064 Len=0 TSval=2062586587 TSecr=436341360"
"6600","13.361792","100.86.100.45","23.0.229.150","TCP","66","[TCP Window Update] 60386  >  443 [ACK] Seq=626070 Ack=6371057 Win=1765824 Len=0 TSval=2062586587 TSecr=436341360"
"6601","13.362962","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6371057 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6602","13.362963","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6372505 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6603","13.362964","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6373953 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6604","13.362964","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6375401 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6605","13.362965","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6376849 Ack=626070 Win=223488 Len=1448 TSval=436341360 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6606","13.362965","23.0.229.150","100.86.100.45","TLSv1.3","544","Application Data"
"6607","13.362966","23.0.229.150","100.86.100.45","TLSv1.3","1514","Application Data"
"6608","13.362966","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6380223 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6609","13.362967","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6381671 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6610","13.362967","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6383119 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6611","13.362968","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6384567 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6612","13.362969","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6386015 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6613","13.362969","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6387463 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6614","13.362970","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6388911 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6615","13.362980","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6390359 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6616","13.362981","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6391807 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6617","13.362982","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6393255 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6618","13.362982","23.0.229.150","100.86.100.45","TLSv1.3","575","Application Data"
"6619","13.362983","23.0.229.150","100.86.100.45","TLSv1.3","1514","Application Data"
"6620","13.362983","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6396660 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6621","13.362984","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6398108 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6622","13.362984","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6399556 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6623","13.362985","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6401004 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6624","13.362985","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6402452 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6625","13.362986","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6403900 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6626","13.362986","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6405348 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6627","13.362987","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6406796 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6628","13.362987","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6408244 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6629","13.362988","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6409692 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6630","13.362989","23.0.229.150","100.86.100.45","TLSv1.3","575","Application Data"
"6631","13.362989","23.0.229.150","100.86.100.45","TLSv1.3","1514","Application Data"
"6632","13.362990","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6413097 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6633","13.362990","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6414545 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6634","13.362991","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6415993 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6635","13.362992","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6417441 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6636","13.362992","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6418889 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6637","13.363074","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6386015 Win=1750848 Len=0 TSval=2062586589 TSecr=436341361"
"6638","13.363116","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6401004 Win=1735872 Len=0 TSval=2062586589 TSecr=436341361"
"6639","13.363118","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6414545 Win=1722368 Len=0 TSval=2062586589 TSecr=436341361"
"6640","13.363128","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6420337 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6641","13.363129","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6421785 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6642","13.363129","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6417441 Win=1719424 Len=0 TSval=2062586589 TSecr=436341361"
"6643","13.363130","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6423233 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6644","13.363130","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6424681 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6645","13.363131","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6420337 Win=1716544 Len=0 TSval=2062586589 TSecr=436341361"
"6646","13.363147","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6423233 Win=1713664 Len=0 TSval=2062586589 TSecr=436341361"
"6647","13.363163","100.86.100.45","23.0.229.150","TCP","66","60386  >  443 [ACK] Seq=626070 Ack=6426129 Win=1725696 Len=0 TSval=2062586589 TSecr=436341361"
"6648","13.363464","100.86.100.45","23.0.229.150","TCP","66","[TCP Window Update] 60386  >  443 [ACK] Seq=626070 Ack=6426129 Win=1765824 Len=0 TSval=2062586589 TSecr=436341361"
"6649","13.364523","23.0.229.150","100.86.100.45","TCP","1514","443  >  60386 [ACK] Seq=6426129 Ack=626070 Win=223488 Len=1448 TSval=436341361 TSecr=2062586559 [TCP segment of a reassembled PDU]"
"6650","13.364523","23.0.229.150","100.86.100.45","TLSv1.3","1514","Application Data, Application Data"
