No.,Time,Source,Destination,Protocol,Length,Info,,label
721,17.243703,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
722,17.243703,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
723,17.243703,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
724,17.243703,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
725,17.244143,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
726,17.245032,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
727,17.245032,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
728,17.245032,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
729,17.245032,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
730,17.245032,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
731,17.247928,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
732,17.248172,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
733,17.248222,100.86.186.37,157.240.229.35,UDP,211,64722  >  443 Len=169,,2
734,17.248827,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
735,17.248879,100.86.186.37,157.240.229.35,UDP,414,64722  >  443 Len=372,,2
736,17.25269,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
737,17.25269,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
738,17.25269,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
739,17.25269,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
740,17.25269,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
741,17.25269,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
742,17.256287,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
743,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
744,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
745,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
746,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
747,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
748,17.256287,157.240.229.35,100.86.186.37,UDP,922,443  >  64722 Len=880,,2
749,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
750,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
751,17.256287,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
752,17.256788,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
753,17.257257,157.240.229.35,100.86.186.37,UDP,346,443  >  64722 Len=304,,2
754,17.257515,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
755,17.260086,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
756,17.260597,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
757,17.270042,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
758,17.282441,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
759,17.299604,157.240.229.35,100.86.186.37,UDP,314,443  >  64722 Len=272,,2
760,17.300196,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
761,17.301452,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
762,17.301452,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
763,17.302218,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
764,17.302218,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
765,17.302371,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
766,17.302371,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
767,17.302832,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
768,17.30339,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
769,17.30339,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
770,17.303967,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
771,17.303967,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
772,17.304115,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
773,17.304406,157.240.229.35,100.86.186.37,UDP,922,443  >  64722 Len=880,,2
774,17.304406,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
775,17.30504,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
776,17.30504,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
777,17.30504,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
778,17.30504,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
779,17.306577,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
780,17.306577,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
781,17.306577,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
782,17.306824,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
783,17.307022,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
784,17.307022,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
785,17.308155,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
786,17.308155,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
787,17.308155,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
788,17.308155,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
789,17.308155,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
790,17.308155,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
791,17.308571,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
792,17.308942,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
793,17.308942,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
794,17.310579,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
795,17.310579,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
796,17.312586,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
797,17.312586,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
798,17.312852,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
799,17.315022,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
800,17.315022,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
801,17.315022,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
802,17.315022,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
803,17.315022,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
804,17.315022,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
805,17.315796,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
806,17.317286,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
807,17.317286,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
808,17.317286,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
809,17.317286,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
810,17.317286,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
811,17.317286,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
812,17.317286,157.240.229.35,100.86.186.37,UDP,1210,443  >  64722 Len=1168,,2
813,17.317286,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
814,17.317286,157.240.229.35,100.86.186.37,UDP,1114,443  >  64722 Len=1072,,2
815,17.31846,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
816,17.318839,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
817,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
818,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
819,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
820,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
821,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
822,17.336163,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
823,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
824,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
825,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
826,17.336163,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
827,17.33671,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
828,17.337352,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
829,17.337352,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
830,17.337352,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
831,17.337352,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
832,17.337352,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
833,17.337352,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
834,17.338859,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
835,17.338859,157.240.229.35,100.86.186.37,UDP,954,443  >  64722 Len=912,,2
836,17.338859,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
837,17.338859,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
838,17.339198,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
839,17.339245,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
840,17.34085,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
841,17.34085,157.240.229.35,100.86.186.37,UDP,538,443  >  64722 Len=496,,2
842,17.341139,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
843,17.341201,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
844,17.342583,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
845,17.343156,157.240.229.35,100.86.186.37,UDP,122,443  >  64722 Len=80,,2
846,17.343156,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
847,17.346553,100.86.186.37,157.240.229.35,UDP,79,64722  >  443 Len=37,,2
848,17.354934,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
849,17.354934,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
850,17.358765,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
851,17.360002,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
852,17.360002,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
853,17.360002,157.240.229.35,100.86.186.37,UDP,474,443  >  64722 Len=432,,2
854,17.360286,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
855,17.362893,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
856,17.397441,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
857,17.466294,157.240.229.35,100.86.186.37,UDP,442,443  >  64722 Len=400,,2
858,17.467151,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
859,17.503708,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
860,17.556276,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
861,17.556396,100.86.186.37,157.240.229.35,UDP,416,64722  >  443 Len=374,,2
862,17.574463,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
863,17.578456,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
864,17.59247,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
865,17.64188,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
866,17.642105,100.86.186.37,157.240.229.35,UDP,755,64722  >  443 Len=713,,2
867,17.652261,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
868,17.659982,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
869,17.673835,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
870,17.68998,100.86.186.37,157.240.229.35,UDP,1285,64722  >  443 Len=1243,,2
871,17.690127,100.86.186.37,157.240.229.35,UDP,1216,64722  >  443 Len=1174,,2
872,17.690895,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
873,17.690991,100.86.186.37,157.240.229.35,UDP,1217,64722  >  443 Len=1175,,2
874,17.702363,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
875,17.702879,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
876,17.70506,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
877,17.726139,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
878,17.797281,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
879,17.797726,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
880,17.797726,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
881,17.797765,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
882,17.79805,157.240.229.35,100.86.186.37,UDP,1082,443  >  64722 Len=1040,,2
883,17.800397,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
884,17.814931,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
885,17.81546,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
886,17.816931,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
887,17.816931,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
888,17.816931,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
889,17.816931,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
890,17.816931,157.240.229.35,100.86.186.37,UDP,282,443  >  64722 Len=240,,2
891,17.816931,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
892,17.817636,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
893,17.817636,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
894,17.82618,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
895,17.841496,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
896,18.050934,100.86.186.37,157.240.229.35,UDP,71,64722  >  443 Len=29,,2
897,18.082346,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
898,18.283952,100.86.186.37,157.240.229.35,UDP,71,64722  >  443 Len=29,,2
899,18.313893,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
900,18.386103,157.240.229.35,100.86.186.37,UDP,1250,443  >  64722 Len=1208,,2
901,18.386612,100.86.186.37,157.240.229.35,UDP,85,64722  >  443 Len=43,,2
902,18.431983,100.86.186.37,157.240.229.35,UDP,75,64722  >  443 Len=33,,2
903,18.438477,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
904,18.442164,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
905,18.654858,100.86.186.37,157.240.229.35,UDP,71,64722  >  443 Len=29,,2
906,18.658629,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
907,18.658629,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
908,18.659043,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
909,18.659043,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
910,18.65921,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
911,18.662915,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
912,18.669589,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
913,18.670641,157.240.229.35,100.86.186.37,UDP,890,443  >  64722 Len=848,,2
914,18.684281,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
915,18.787178,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
916,18.787351,100.86.186.37,157.240.229.35,UDP,1292,64722  >  443 Len=1250,,2
917,18.787384,100.86.186.37,157.240.229.35,UDP,626,64722  >  443 Len=584,,2
918,18.798215,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
919,18.811255,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
920,18.817235,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
921,19.028688,100.86.186.37,157.240.229.35,UDP,71,64722  >  443 Len=29,,2
922,19.061369,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
923,19.089089,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
924,19.089542,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
925,19.089542,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
926,19.090112,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
927,19.090718,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
928,19.090718,157.240.229.35,100.86.186.37,UDP,698,443  >  64722 Len=656,,2
929,19.091662,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
930,19.091662,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
931,19.091662,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
932,19.091662,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
933,19.092075,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
934,19.093693,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
935,19.100114,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
936,19.100282,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
937,19.100282,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
938,19.100544,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
939,19.101156,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
940,19.101156,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
941,19.10527,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
942,19.11034,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
943,19.11034,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
944,19.11034,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
945,19.111494,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
946,19.111494,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
947,19.120275,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
948,19.120714,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
949,19.120734,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
950,19.120734,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
951,19.12204,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
952,19.12204,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
953,19.137411,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
954,19.186681,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
955,19.18719,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
956,19.18719,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
957,19.187332,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
958,19.187544,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
959,19.187681,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
960,19.187719,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
961,19.187719,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
962,19.188181,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
963,19.194297,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
964,19.19491,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
965,19.195184,157.240.229.35,100.86.186.37,UDP,698,443  >  64722 Len=656,,2
966,19.197676,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
967,19.197926,157.240.229.35,100.86.186.37,UDP,1082,443  >  64722 Len=1040,,2
968,19.198302,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
969,19.214706,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
970,19.337924,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
971,19.338038,100.86.186.37,157.240.229.35,UDP,215,64722  >  443 Len=173,,2
972,19.34103,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
973,19.341189,100.86.186.37,157.240.229.35,UDP,756,64722  >  443 Len=714,,2
974,19.348561,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
975,19.351505,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
976,19.3518,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
977,19.354086,100.86.186.37,157.240.229.35,UDP,951,64722  >  443 Len=909,,2
978,19.364891,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
979,19.369502,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
980,19.440314,157.240.229.35,100.86.186.37,UDP,474,443  >  64722 Len=432,,2
981,19.440911,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
982,19.446629,157.240.229.35,100.86.186.37,UDP,1082,443  >  64722 Len=1040,,2
983,19.447201,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
984,19.452241,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
985,19.452768,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
986,19.452768,157.240.229.35,100.86.186.37,UDP,154,443  >  64722 Len=112,,2
987,19.452859,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
988,19.465896,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
989,19.485579,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
990,28.236103,100.86.186.37,157.240.229.35,UDP,1278,64722  >  443 Len=1236,,2
991,28.24367,100.86.186.37,157.240.229.35,UDP,958,64722  >  443 Len=916,,2
992,28.251893,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
993,28.254596,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
994,28.254923,100.86.186.37,157.240.229.35,UDP,76,64722  >  443 Len=34,,2
995,28.33645,157.240.229.35,100.86.186.37,UDP,826,443  >  64722 Len=784,,2
996,28.337298,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
997,28.376505,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
998,28.479111,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
999,28.479607,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
1000,28.479607,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
1001,28.479675,100.86.186.37,157.240.229.35,UDP,83,64722  >  443 Len=41,,2
1002,28.480887,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
1003,28.481153,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
1004,28.481153,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
1005,28.481375,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
1006,28.481585,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
1007,28.48168,157.240.229.35,100.86.186.37,UDP,1082,443  >  64722 Len=1040,,2
1008,28.481717,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
1009,28.481956,100.86.186.37,157.240.229.35,UDP,78,64722  >  443 Len=36,,2
1010,28.493408,157.240.229.35,100.86.186.37,UDP,858,443  >  64722 Len=816,,2
1011,28.496287,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
1012,29.132328,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
1013,29.13248,100.86.186.37,157.240.229.35,UDP,212,64722  >  443 Len=170,,2
1014,29.144277,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
1015,29.152903,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
1016,29.161172,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
1017,29.370899,100.86.186.37,157.240.229.35,UDP,71,64722  >  443 Len=29,,2
1018,29.398947,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
1019,29.429186,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
1020,29.429359,100.86.186.37,157.240.229.35,UDP,115,64722  >  443 Len=73,,2
1021,29.430069,100.86.186.37,157.240.229.35,UDP,1287,64722  >  443 Len=1245,,2
1022,29.430129,100.86.186.37,157.240.229.35,UDP,263,64722  >  443 Len=221,,2
1023,29.442989,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
1024,29.443569,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
1025,29.448449,100.86.186.37,157.240.229.35,UDP,77,64722  >  443 Len=35,,2
1026,29.464124,157.240.229.35,100.86.186.37,UDP,90,443  >  64722 Len=48,,2
1027,29.515471,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
1028,29.515471,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
1029,29.515471,157.240.229.35,100.86.186.37,UDP,1274,443  >  64722 Len=1232,,2
