No.,Time,Source,Destination,Protocol,Length,Info,label
1536,130.596083,172.253.62.190,100.86.73.172,QUIC,309,Protected Payload (KP0),0
1537,130.596083,172.253.62.190,100.86.73.172,QUIC,1286,Protected Payload (KP0),0
1538,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1539,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1540,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1541,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1542,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1543,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1544,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1545,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1546,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1547,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1548,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1549,130.596083,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1550,130.596083,172.253.62.190,100.86.73.172,QUIC,549,Protected Payload (KP0),0
1551,130.596083,172.253.62.190,100.86.73.172,QUIC,1284,Protected Payload (KP0),0
1552,130.596313,100.86.73.172,172.253.62.190,QUIC,75,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1553,130.597278,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1554,130.597864,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1555,130.601063,100.86.73.172,172.253.62.190,QUIC,75,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1556,130.601413,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1557,130.601413,172.253.62.190,100.86.73.172,QUIC,696,Protected Payload (KP0),0
1558,130.60535,100.86.73.172,172.253.62.190,QUIC,75,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1559,130.609776,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1560,131.234709,100.86.73.172,172.253.62.190,QUIC,438,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1561,131.24531,172.253.62.190,100.86.73.172,QUIC,74,Protected Payload (KP0),0
1562,131.247382,172.253.62.190,100.86.73.172,QUIC,1287,Protected Payload (KP0),0
1563,131.247526,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1564,131.247526,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1565,131.247848,100.86.73.172,172.253.62.190,QUIC,81,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1566,131.247936,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1567,131.247936,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1568,131.249927,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1569,131.249927,172.253.62.190,100.86.73.172,QUIC,1258,Protected Payload (KP0),0
1570,131.251255,100.86.73.172,172.253.62.190,QUIC,75,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1571,131.262037,172.253.62.190,100.86.73.172,QUIC,67,Protected Payload (KP0),0
1572,132.601216,100.86.73.172,172.253.62.190,QUIC,214,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1573,132.61199,172.253.62.190,100.86.73.172,QUIC,74,Protected Payload (KP0),0
1574,132.612915,172.253.62.190,100.86.73.172,QUIC,1287,Protected Payload (KP0),0
1575,132.613191,100.86.73.172,172.253.62.190,QUIC,81,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1576,132.613421,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1577,132.613421,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1578,132.614739,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1579,132.614739,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1580,132.614918,100.86.73.172,172.253.62.190,QUIC,76,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1581,132.626474,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
1582,132.646745,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1583,132.647036,100.86.73.172,172.253.62.190,QUIC,76,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1584,132.657578,172.253.62.190,100.86.73.172,QUIC,830,Protected Payload (KP0),0
1585,132.657888,100.86.73.172,172.253.62.190,QUIC,76,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1586,132.888692,100.86.73.172,172.253.62.190,QUIC,1285,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1587,132.888807,100.86.73.172,172.253.62.190,QUIC,1292,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
